"episode","stage_number","difficulty","i_difficulty","level","exp","coins","cheerpoint","drops","objectives"
"15","2","Hard","2","161","108","360","252","碧の涙
パープル・クォーツ
アズライト・メタル","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with a team of only high school second year"
"15","3","Easy","0","14","34","100","99","カーマイン・コア
ソード・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with a team of only high school first year"
"15","3","Normal","1","95","66","132","165","カーマイン・コア
ソード・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with a team of only high school first year"
"15","3","Hard","2","164","99","297","330","カーマイン・コア
ソード・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with a team of only high school second year"
"15","5","Easy","0","14","50","128","128","ガン・ピース
パープル・クォーツ","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with a team of only middle school second year"
"15","5","Normal","1","98","66","160","160","ガン・ピース
パープル・クォーツ","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with a team of only middle school second year"
"15","5","Hard","2","167","96","288","320","ガン・ピース
パープル・クォーツ","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with a team of only middle school students"
"15","6","Easy","0","14","34","99","132","碧の涙
ロッド・ピース","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with a team of only middle school second year"
"15","6","Normal","1","100","66","132","198","碧の涙
ロッド・ピース","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with a team of only middle school second year"
"15","6","Hard","2","170","99","231","396","碧の涙
ロッド・ピース","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with a team of only middle school students"
"16","2","Easy","0","15","34","136","102","ガン・ピース
ハンマー・ピース
グリーン・クォーツ","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with a team of only middle school first year"
"16","2","Normal","1","102","69","170","170","ガン・ピース
ハンマー・ピース
グリーン・クォーツ","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with a team of only middle school first year"
"16","2","Hard","2","173","102","306","306","ガン・ピース
ハンマー・ピース
グリーン・クォーツ","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with a team of only high school students"
"16","3","Easy","0","15","50","155","62","ロッド・ピース
蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with a team of only middle school first year"
"16","3","Normal","1","105","63","217","124","ロッド・ピース
蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with a team of only middle school first year"
"16","3","Hard","2","176","93","403","217","ロッド・ピース
蒼の涙","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with a team of only high school students"
"16","5","Easy","0","15","54","66","165","アズライト・メタル
ソード・ピース","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with a team of only high school second year"
"16","5","Normal","1","107","66","99","231","アズライト・メタル
ソード・ピース","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with a team of only high school second year"
"16","5","Hard","2","179","99","198","429","アズライト・メタル
ソード・ピース","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with a team of only high school first year"
"16","6","Easy","0","24","52","69","160","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with a team of only high school second year"
"16","6","Normal","1","109","66","96","224","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with a team of only high school second year"
"16","6","Hard","2","182","96","192","448","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with a team of only high school first year"
"17","2","Easy","0","16","52","128","96","ロッド・ピース
蒼の涙
グリーン・クォーツ","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with a team of only middle school third year"
"17","2","Normal","1","112","66","160","160","ロッド・ピース
蒼の涙
グリーン・クォーツ","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with a team of only middle school third year"
"17","2","Hard","2","185","96","320","320","ロッド・ピース
蒼の涙
グリーン・クォーツ","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with a team of only high school third year"
"17","3","Easy","0","16","48","150","90","スピア・ピース
アズライト・メタル","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with a team of only middle school third year"
"17","3","Normal","1","114","60","180","120","スピア・ピース
アズライト・メタル","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with a team of only middle school third year"
"17","3","Hard","2","188","90","390","270","スピア・ピース
アズライト・メタル","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with a team of only high school third year"
"17","5","Easy","0","17","52","72","160","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with a team of only high school third year"
"17","5","Normal","1","116","66","96","224","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with a team of only high school third year"
"17","5","Hard","2","191","96","192","448","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with a team of only middle school third year"
"17","6","Easy","0","17","50","155","93","アズライト・メタル
エンダイブ・コア
グリーン・クォーツ","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with a team of only high school third year"
"17","6","Normal","1","119","63","217","124","アズライト・メタル
エンダイブ・コア
グリーン・クォーツ","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with a team of only high school third year"
"17","6","Hard","2","194","93","434","217","アズライト・メタル
エンダイブ・コア
グリーン・クォーツ","► Clear stage with no one defeated
► Clear stage without getting any ailments
► Clear stage with a team of only middle school third year"
"18","2","Easy","0","17","50","155","93","エンダイブ・コア
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 20 combo"
"18","2","Normal","1","121","63","186","155","エンダイブ・コア
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 50 combo"
"18","2","Hard","2","196","93","372","279","エンダイブ・コア
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 50 combo"
"18","3","Easy","0","18","52","160","96","ロッド・ピース
蒼の涙
グリーン・クォーツ","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 20 combo"
"18","3","Normal","1","123","63","192","128","ロッド・ピース
蒼の涙
グリーン・クォーツ","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage with at least 50 combo"
