stage_name,part,episode,stage_number,easy_level,easy_exp,easy_coins,easy_cheerpoint,easy_objectives,normal_level,normal_exp,normal_coins,normal_cheerpoint,normal_objectives,hard_level,hard_exp,hard_coins,hard_cheerpoint,hard_objectives,small_irousu,large_irousu,drops
Recapture Lesson 17-3: 2nd period,1,17,3,16,48,150,90,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage with only middle school year 3 students",114,60,180,120,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage with only middle school year 3 students",188,90,390,270,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage with only high school year 3 students","2,30,15,25,14",17,"スピア・ピース
アズライト・メタル"
Recapture Lesson 17-5: 3rd period,1,17,5,17,52,72,160,"- Clear stage without anyone being defeated
- Clear stage without getting status ailments
- Clear stage with only high school year 3 students",116,66,96,224,"- Clear stage without anyone being defeated
- Clear stage without getting status ailments
- Clear stage with only high school year 3 students",191,96,192,448,"- Clear stage without anyone being defeated
- Clear stage without getting status ailments
- Clear stage with only middle school year 3 students","30,2,15,5,29,3",31,"スピア・ピース
ハンマー・ピース"
Recapture Lesson 17-6: 4th period,1,17,6,17,50,155,93,"- Clear stage without anyone being defeated
- Clear stage without getting status ailments
- Clear stage with only high school year 3 students",119,63,217,124,"- Clear stage without anyone being defeated
- Clear stage without getting status ailments
- Clear stage with only high school year 3 students",194,93,434,217,"- Clear stage without anyone being defeated
- Clear stage without getting status ailments
- Clear stage with only middle school year 3 students","2,14,29,15","16,31","アズライト・メタル
エンダイブ・コア
グリーン・クォーツ"
Recapture Lesson 18-2: 1st period,1,18,2,17,50,155,93,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Achieve 20 combo",121,63,186,155,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Achieve 50 combo",196,93,372,279,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Achieve 50 combo","3,35,21,4,6","7,37","エンダイブ・コア
ハンマー・ピース"
Recapture Lesson 18-3: 2nd period,1,18,3,18,52,160,96,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Achieve 20 combo",123,63,192,128,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Achieve 50 combo",199,96,384,388,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Achieve 50 combo","35,4,3,2,6,21","8,37","ロッド・ピース
蒼の涙
グリーン・クォーツ"
Recapture Lesson 18-5: 3rd period,1,18,5,18,50,155,93,"- Clear stage with two team members or fewer
- Clear stage with Sakura in team
- Clear stage with Kurumi in team",126,63,217,124,"- Clear stage with two team members or fewer
- Clear stage with Sakura in team
- Clear stage with Kurumi in team",202,93,403,248,"- Clear stage with two team members or fewer
- Clear stage with Sakura in team
- Clear stage with Kurumi in team","6,25,35","7,17,28","アズライト・メタル
スピア・ピース"
Recapture Lesson 18-6: 4th period,1,18,6,18,58,84,140,"- Clear stage with two team members or fewer
- Clear stage with Sakura in team
- Clear stage with Kurumi in team",128,72,105,210,"- Clear stage with two team members or fewer
- Clear stage with Sakura in team
- Clear stage with Kurumi in team",205,105,245,420,"- Clear stage with two team members or fewer
- Clear stage with Sakura in team
- Clear stage with Kurumi in team","35,3,25,29","7,28,37","ソード・ピース
ハンマー・ピース
グリーン・クォーツ"
Recapture Lesson 19-2: 1st period,1,19,2,19,54,64,160,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage without getting status ailments",130,66,96,256,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage without getting status ailments",208,96,192,480,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage without getting status ailments","39,36,21,4",41,"ガン・ピース
蒼の涙"
Recapture Lesson 19-3: 2nd period,1,19,3,19,51,186,62,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage without getting status ailments",132,63,248,93,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage without getting status ailments",211,93,496,186,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage without getting status ailments","4,39,21,6","8,41","ソード・ピース
ハンマー・ピース
グリーン・クォーツ"
Recapture Lesson 19-5: 3rd period,1,19,5,20,39,114,152,"- Clear stage without anyone being defeated
- Clear stage without swapping team member
- Achieve 50 combo",135,78,152,190,"- Clear stage without anyone being defeated
- Clear stage without swapping team member
- Achieve 100 combo",214,114,266,418,"- Clear stage without anyone being defeated
- Clear stage without swapping team member
- Achieve 100 combo","15,5,4,39","16,8","ハンマー・ピース
ソード・ピース"
Recapture Lesson 19-6: 4th period,1,19,6,20,54,192,64,"- Clear stage without anyone being defeated
- Clear stage without swapping team member
- Achieve 50 combo",137,66,224,96,"- Clear stage without anyone being defeated
- Clear stage without swapping team member
- Achieve 100 combo",217,96,480,224,"- Clear stage without anyone being defeated
- Clear stage without swapping team member
- Achieve 100 combo","4,5,15,39,21","8,16,41","エンダイブ・コア
蒼の涙"
Recapture Lesson 20-2: 1st period,1,20,2,20,54,192,64,"- Clear stage without anyone being defeated
- Clear stage without swapping team member
- Clear stage within 120 seconds",139,66,256,96,"- Clear stage without anyone being defeated
- Clear stage without swapping team member
- Clear stage within 120 seconds",220,96,512,192,"- Clear stage without anyone being defeated
- Clear stage without swapping team member
- Clear stage within 120 seconds","29,4,15,21","16,32","蒼の涙
エンダイブ・コア"
Recapture Lesson 20-3: 2nd period,1,20,3,21,57,102,136,"- Clear stage without anyone being defeated
- Clear stage without swapping team member
- Clear stage within 120 seconds",142,69,136,204,"- Clear stage without anyone being defeated
- Clear stage without swapping team member
- Clear stage within 120 seconds",223,102,306,408,"- Clear stage without anyone being defeated
- Clear stage without swapping team member
- Clear stage within 120 seconds","29,21,3,5,30","8,32","エンダイブ・コア
ソード・ストーン
蒼の花"
Recapture Lesson 20-5: 3rd period,1,20,5,21,51,93,155,"- Clear stage without anyone being defeated
- Achieve 50 combo
- Clear stage within 120 seconds",144,63,124,217,"- Clear stage without anyone being defeated
- Achieve 100 combo
- Clear stage within 120 seconds",226,93,248,434,"- Clear stage without anyone being defeated
- Achieve 100 combo
- Clear stage within 120 seconds","29,21,4","23,24","スピア・ストーン
ハンマー・ストーン"
Recapture Lesson 20-6: 4th period,1,20,6,31,57,170,102,"- Clear stage without anyone being defeated
- Achieve 50 combo
- Clear stage within 120 seconds",146,69,204,136,"- Clear stage without anyone being defeated
- Achieve 100 combo
- Clear stage within 120 seconds",229,102,442,272,"- Clear stage without anyone being defeated
- Achieve 100 combo
- Clear stage within 120 seconds","39,4,21,30","23,24","ガン・ストーン
ロッド・ストーン
ブラック・メタル"
Recapture Lesson 21-2: 1st period,1,21,2,22,66,90,120,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage without getting status ailments",147,90,180,180,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage without getting status ailments",230,150,360,360,"- Clear stage without anyone being defeated
- Achieve 50 combo
- Clear stage without getting status ailments","1,14,21","16,8","グリーン・クォーツ
スピア・ピース
蒼の涙"
Recapture Lesson 21-3: 2nd period,1,21,3,22,69,124,93,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage without getting status ailments",147,93,186,124,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage without getting status ailments",230,156,372,248,"- Clear stage without anyone being defeated
- Achieve 50 combo
- Clear stage without getting status ailments","1,14,21,25","7,8","ブラック・メタル
ソード・ピース
カーマイン・コア"
Recapture Lesson 21-5: 3rd period,1,21,5,23,72,64,128,"- Clear stage without anyone being defeated
- Achieve 20 combo
- Clear stage without getting status ailments",148,96,192,192,"- Clear stage without anyone being defeated
- Achieve 50 combo
- Clear stage without getting status ailments",231,162,384,416,"- Clear stage without anyone being defeated
- Achieve 50 combo
- Clear stage without getting status ailments","4,5,21,35","23,9","ハンマー・ピース
蒼の涙"
Recapture Lesson 21-6: 4th period,1,21,6,23,75,99,132,"- Clear stage without anyone being defeated
- Achieve 20 combo
- Clear stage without getting status ailments",148,99,198,165,"- Clear stage without anyone being defeated
- Achieve 50 combo
- Clear stage without getting status ailments",231,165,396,363,"- Clear stage without anyone being defeated
- Achieve 50 combo
- Clear stage without getting status ailments","4,5,21,35","8,9","シャヴィット・クォーツ
ロッド・ピース
エンダイブ・コア"
Recapture Lesson 22-2: 1st period,1,22,2,24,72,96,128,"- Clear stage without anyone being defeated
- Clear stage with two team members or fewer
- Achieve 20 combo",148,96,192,192,"- Clear stage without anyone being defeated
- Clear stage with two team members or fewer
- Achieve 50 combo",232,159,384,384,"- Clear stage without anyone being defeated
- Clear stage with two team members or fewer
- Clear stage without getting status ailments","3,14,21","16,24","グリーン・クォーツ
ガン・ピース
カーマイン・コア"
Recapture Lesson 22-3: 2nd period,1,22,3,24,72,64,160,"- Clear stage without anyone being defeated
- Clear stage with two team members or fewer
- Achieve 20 combo",148,96,192,224,"- Clear stage without anyone being defeated
- Clear stage with two team members or fewer
- Achieve 50 combo",232,159,384,416,"- Clear stage without anyone being defeated
- Clear stage with two team members or fewer
- Clear stage without getting status ailments","3,14,21,5","16,23,8,24,17","スピア・ピース
エンダイブ・コア"
Recapture Lesson 22-5: 3rd period,1,22,5,24,69,155,62,"- Clear stage without anyone being defeated
- Achieve 20 combo
- Clear stage without getting status ailments",149,93,186,93,"- Clear stage without anyone being defeated
- Achieve 50 combo
- Clear stage without getting status ailments",233,96,372,155,"- Clear stage without anyone being defeated
- Clear stage with two team members or fewer
- Clear stage without getting status ailments","25,26,4,22,15","16,28","ブラック・メタル
ソード・ストーン
ロッド・ストーン"
Recapture Lesson 22-6: 4th period,1,22,6,25,63,116,116,"- Clear stage without anyone being defeated
- Achieve 20 combo
- Clear stage without getting status ailments",149,87,174,174,"- Clear stage without anyone being defeated
- Achieve 50 combo
- Clear stage without getting status ailments",233,144,348,348,"- Clear stage without anyone being defeated
- Achieve 50 combo
- Clear stage without getting status ailments","26,4,6","8,7,28","シャヴィット・クォーツ
ハンマー・ピース
蒼の涙"
Recapture Lesson 23-2: 1st period,1,23,2,25,69,124,93,"- Clear stage without anyone being defeated
- Clear stage without getting status ailments
- Clear stage within 120 seconds",150,93,217,124,"- Clear stage without anyone being defeated
- Clear stage without getting status ailments
- Clear stage within 120 seconds",234,156,434,279,"- Clear stage without anyone being defeated
- Achieve 50 combo
- Clear stage without getting status ailments","4,25,21","23,27","グリーン・クォーツ
ソード・ストーン
カーマイン・コア"
Recapture Lesson 23-3: 2nd period,1,23,3,26,75,132,99,"- Clear stage without anyone being defeated
- Clear stage without getting status ailments
- Clear stage within 120 seconds",150,99,231,165,"- Clear stage without anyone being defeated
- Clear stage without getting status ailments
- Clear stage within 120 seconds",234,165,462,330,"- Clear stage without anyone being defeated
- Clear stage with two team members or fewer
- Clear stage without getting status ailments","3,25,21,22,29","23,27","スピア・ストーン
ガン・ピース
ガン・ストーン"
